symbol_key,symbol,company_name,sector,industry
837,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application
838,CDP,COPT Defense Properties,Real Estate,REIT - Office
839,CDRE,"Cadre Holdings, Inc.",Industrials,Aerospace & Defense
840,CDW,CDW Corporation,Technology,Information Technology Services
841,CDXS,"Codexis, Inc.",Healthcare,Biotechnology
842,CDZI,"Cadiz, Inc.",Utilities,Utilities - Regulated Water
843,CE,Celanese Corporation,Basic Materials,Chemicals
844,CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls
845,CEG,Constellation Energy Corporatio,Utilities,Utilities - Renewable
846,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal
847,CELC,Celcuity Inc.,Healthcare,Biotechnology
848,CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
849,CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods
850,CENTA,Central Garden & Pet Company,Consumer Defensive,Packaged Foods
851,CENX,Century Aluminum Company,Basic Materials,Aluminum
852,CERS,Cerus Corporation,Healthcare,Medical Devices
853,CERT,"Certara, Inc.",Healthcare,Health Information Services
854,CEVA,"CEVA, Inc.",Technology,Semiconductors
855,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs
856,CFFI,C&F Financial Corporation,Financial Services,Banks - Regional
857,CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional
858,CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional
859,CFLT,"Confluent, Inc.",Technology,Software - Infrastructure
860,CFR,"Cullen/Frost Bankers, Inc.",Financial Services,Banks - Regional
861,CG,The Carlyle Group Inc.,Financial Services,Asset Management
862,CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology
863,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments
864,CGON,"CG Oncology, Inc.",Healthcare,Biotechnology
865,CHCO,City Holding Company,Financial Services,Banks - Regional
866,CHCT,Community Healthcare Trust Inco,Real Estate,REIT - Healthcare Facilities
867,CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products
868,CHDN,"Churchill Downs, Incorporated",Consumer Cyclical,Gambling
869,CHE,Chemed Corp,Healthcare,Medical Care Facilities
870,CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution
871,CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services
872,CHH,"Choice Hotels International, In",Consumer Cyclical,Lodging
873,CHMG,Chemung Financial Corp,Financial Services,Banks - Regional
874,CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail
875,CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P
876,CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology
877,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics
878,CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services
879,CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail
880,CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services
881,CI,The Cigna Group,Healthcare,Healthcare Plans
882,CIEN,Ciena Corporation,Technology,Communication Equipment
883,CIFR,Cipher Mining Inc.,Financial Services,Capital Markets
884,CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage
885,CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty
886,CIVB,"Civista Bancshares, Inc.",Financial Services,Banks - Regional
887,CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P
888,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products
889,CLAR,Clarus Corporation,Consumer Cyclical,Leisure
890,CLB,Core Laboratories Inc.,Energy,Oil & Gas Equipment & Services
891,CLBK,"Columbia Financial, Inc.",Financial Services,Banks - Regional
892,CLDT,Chatham Lodging Trust (REIT),Real Estate,REIT - Hotel & Motel
893,CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology
894,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel
895,CLFD,"Clearfield, Inc.",Technology,Communication Equipment
896,CLH,"Clean Harbors, Inc.",Industrials,Waste Management
897,CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution
898,CLMT,"Calumet, Inc",Basic Materials,Specialty Chemicals
899,CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing
900,CLOV,"Clover Health Investments, Corp",Healthcare,Healthcare Plans
901,CLPT,ClearPoint Neuro Inc.,Healthcare,Medical Devices
902,CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets
903,CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products
904,CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products
905,CMA,Comerica Incorporated,Financial Services,Banks - Regional
906,CMC,Commercial Metals Company,Basic Materials,Steel
907,CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery
908,CMCSA,Comcast Corporation,Communication Services,Telecom Services
909,CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges
910,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants
911,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery
912,CMP,Compass Minerals Intl Inc,Basic Materials,Other Industrial Metals & Mining
913,CMPO,"CompoSecure, Inc.",Industrials,Metal Fabrication
914,CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology
915,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric
916,CMT,Core Molding Technologies Inc,Basic Materials,Specialty Chemicals
917,CMTG,"Claros Mortgage Trust, Inc.",Real Estate,REIT - Mortgage
918,CNA,CNA Financial Corporation,Financial Services,Insurance - Property & Casualty
919,CNC,Centene Corporation,Healthcare,Healthcare Plans
920,CNDT,Conduent Incorporated,Technology,Information Technology Services
921,CNK,Cinemark Holdings Inc Cinemark ,Communication Services,Entertainment
922,CNM,"Core & Main, Inc.",Industrials,Industrial Distribution
923,CNMD,CONMED Corporation,Healthcare,Medical Devices
924,CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants
925,CNO,"CNO Financial Group, Inc.",Financial Services,Insurance - Life
926,CNOB,"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional
927,CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities - Regulated Electric
928,CNR,"Core Natural Resources, Inc.",Energy,Thermal Coal
929,CNS,Cohen & Steers Inc,Financial Services,Asset Management
930,CNSL,Consolidated Communications Hol,Communication Services,Telecom Services
931,CNX,CNX Resources Corporation,Energy,Oil & Gas E&P
932,CNXC,Concentrix Corporation,Technology,Information Technology Services
933,CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution
934,COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
935,CODI,D/B/A Compass Diversified Holdi,Industrials,Conglomerates
936,COF,Capital One Financial Corporati,Financial Services,Credit Services
937,COFS,"ChoiceOne Financial Services, I",Financial Services,Banks - Regional
938,COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology
939,COHR,Coherent Corp.,Technology,Scientific & Technical Instruments
940,COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Materials
941,COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges
942,COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
943,COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional
944,COLD,"Americold Realty Trust, Inc.",Real Estate,REIT - Industrial
945,COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
946,COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing
947,COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment
948,COMP,"Compass, Inc.",Real Estate,Real Estate Services
949,CON,Concentra Group Holdings Parent,Healthcare,Medical Care Facilities
950,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies
951,COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
952,COOP,Mr. Cooper Group Inc.,Financial Services,Mortgage Finance
953,COP,ConocoPhillips,Energy,Oil & Gas E&P
954,COR,"Cencora, Inc.",Healthcare,Medical Distribution
955,CORT,Corcept Therapeutics Incorporat,Healthcare,Biotechnology
956,CORZ,"Core Scientific, Inc.",Technology,Software - Infrastructure
957,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores
958,COTY,Coty Inc.,Consumer Defensive,Household & Personal Products
959,COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services
960,CPAY,"Corpay, Inc.",Technology,Software - Infrastructure
961,CPB,The Campbell's Company,Consumer Defensive,Packaged Foods
962,CPF,Central Pacific Financial Corp ,Financial Services,Banks - Regional
963,CPK,Chesapeake Utilities Corporatio,Utilities,Utilities - Regulated Gas
964,CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail
965,CPRT,"Copart, Inc.",Industrials,Specialty Business Services
966,CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology
967,CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts
968,CPSS,"Consumer Portfolio Services, In",Financial Services,Credit Services
969,CPT,Camden Property Trust,Real Estate,REIT - Residential
970,CQP,"Cheniere Energy Partners, LP",Energy,Oil & Gas Midstream
971,CR,Crane Company,Industrials,Specialty Industrial Machinery
972,CRAI,"CRA International,Inc.",Industrials,Consulting Services
973,CRBG,Corebridge Financial Inc.,Financial Services,Asset Management
974,CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology
975,CRC,California Resources Corporatio,Energy,Oil & Gas E&P
976,CRCT,"Cricut, Inc.",Technology,Computer Hardware
977,CRD-A,Crawford & Company,Financial Services,Insurance Brokers
978,CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology
979,CRGX,"CARGO Therapeutics, Inc.",Healthcare,Biotechnology
980,CRGY,Crescent Energy Company,Energy,Oil & Gas Integrated
981,CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail
982,CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P
983,CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research
984,CRM,"Salesforce, Inc.",Technology,Software - Application
985,CRMD,CorMedix Inc.,Healthcare,Biotechnology
986,CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships
987,CRNC,Cerence Inc.,Technology,Software - Application
988,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology
989,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories
990,CRS,Carpenter Technology Corporatio,Industrials,Metal Fabrication
991,CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware
992,CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
993,CRVL,CorVel Corp.,Financial Services,Insurance Brokers
994,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure
995,CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment
996,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services
997,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure
998,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment
999,CSR,D/B/A Centerspace,Real Estate,REIT - Residential
1000,CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research
1001,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services
1002,CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery
1003,CSX,CSX Corporation,Industrials,Railroads
1004,CTAS,Cintas Corporation,Industrials,Specialty Business Services
1005,CTBI,"Community Trust Bancorp, Inc.",Financial Services,Banks - Regional
1006,CTGO,"Contango ORE, Inc.",Basic Materials,Gold
1007,CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices
1008,CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services
1009,CTO,"CTO Realty Growth, Inc.",Real Estate,REIT - Diversified
1010,CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services
1011,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P
1012,CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities
1013,CTRI,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas
1014,CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail
1015,CTS,CTS Corporation,Technology,Electronic Components
1016,CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services
1017,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs
1018,CUBE,CubeSmart,Real Estate,REIT - Industrial
1019,CUBI,"Customers Bancorp, Inc",Financial Services,Banks - Regional
1020,CURB,Curbline Properties Corp.,Real Estate,REIT - Retail
1021,CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail
1022,CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office
1023,CVBF,CVB Financial Corporation,Financial Services,Banks - Regional
1024,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction
1025,CVEO,Civeo Corporation (Canada),Consumer Cyclical,Lodging
1026,CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts
1027,CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution
1028,CVI,CVR Energy Inc.,Energy,Oil & Gas Refining & Marketing
1029,CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking
1030,CVLT,"Commvault Systems, Inc.",Technology,Software - Application
1031,CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships
1032,CVRX,"CVRx, Inc.",Healthcare,Medical Devices
1033,CVS,CVS Health Corporation,Healthcare,Healthcare Plans
1034,CVX,Chevron Corporation,Energy,Oil & Gas Integrated
1035,CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense
1036,CWAN,"Clearwater Analytics Holdings, ",Technology,Software - Application
1037,CWBC,Community West Bancshares,Financial Services,Banks - Regional
1038,CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable
1039,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable
1040,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships
1041,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services
1042,CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management
1043,CWT,California Water Service Group,Utilities,Utilities - Regulated Water
1044,CXM,"Sprinklr, Inc.",Technology,Software - Application
1045,CXT,"Crane NXT, Co.",Industrials,Specialty Industrial Machinery
1046,CXW,"CoreCivic, Inc.",Industrials,Security & Protection Services
1047,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities
1048,CYRX,"CryoPort, Inc.",Industrials,Integrated Freight & Logistics
1049,CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology
1050,CZFS,"Citizens Financial Services, In",Financial Services,Banks - Regional
1051,CZNC,Citizens & Northern Corp,Financial Services,Banks - Regional
1052,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos
1053,D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric
1054,DAKT,"Daktronics, Inc.",Technology,Electronic Components
1055,DAL,"Delta Air Lines, Inc.",Industrials,Airlines
1056,DAN,Dana Incorporated,Consumer Cyclical,Auto Parts
1057,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods
1058,DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information
1059,DAVE,Dave Inc.,Technology,Software - Application
1060,DAWN,"Day One Biopharmaceuticals, Inc",Healthcare,Biotechnology
1061,DAY,"Dayforce, Inc.",Technology,Software - Application
1062,DBD,Diebold Nixdorf Incorporated,Technology,Software - Application
1063,DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories
1064,DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management
1065,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure
1066,DC,Dakota Gold Corp.,Basic Materials,Gold
1067,DCGO,DocGo Inc.,Healthcare,Medical Care Facilities
1068,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery
1069,DCO,Ducommun Incorporated,Industrials,Aerospace & Defense
1070,DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banks - Regional
1071,DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices
1072,DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals
1073,DDD,3D Systems Corporation,Technology,Computer Hardware
1074,DDOG,"Datadog, Inc.",Technology,Software - Application
1075,DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores
1076,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery
1077,DEA,"Easterly Government Properties,",Real Estate,REIT - Office
1078,DEC,Diversified Energy Company plc,Energy,Oil & Gas E&P
1079,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories
1080,DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office
1081,DELL,Dell Technologies Inc.,Technology,Computer Hardware
1082,DENN,Denny's Corporation,Consumer Cyclical,Restaurants
1083,DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction
1084,DFIN,"Donnelley Financial Solutions, ",Technology,Software - Application
1085,DFS,Discover Financial Services,Financial Services,Credit Services
1086,DG,Dollar General Corporation,Consumer Defensive,Discount Stores
1087,DGICA,"Donegal Group, Inc.",Financial Services,Insurance - Property & Casualty
1088,DGII,Digi International Inc.,Technology,Communication Equipment
1089,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research
1090,DH,Definitive Healthcare Corp.,Healthcare,Health Information Services
1091,DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities
1092,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction
1093,DHIL,"Diamond Hill Investment Group, ",Financial Services,Asset Management
1094,DHR,Danaher Corporation,Healthcare,Diagnostics & Research
1095,DIBS,"1stdibs.com, Inc.",Consumer Cyclical,Internet Retail
1096,DIN,"Dine Brands Global, Inc. Common",Consumer Cyclical,Restaurants
1097,DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing
1098,DIOD,Diodes Incorporated,Technology,Semiconductors
1099,DIS,Walt Disney Company (The),Communication Services,Entertainment
1100,DJCO,Daily Journal Corp. (S.C.),Technology,Software - Application
1101,DJT,Trump Media & Technology Group ,Communication Services,Internet Content & Information
1102,DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing
1103,DKL,"Delek Logistics Partners, L.P.",Energy,Oil & Gas Refining & Marketing
1104,DKNG,DraftKings Inc.,Consumer Cyclical,Gambling
1105,DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Specialty Retail
1106,DLB,Dolby Laboratories,Industrials,Specialty Business Services
1107,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty
1108,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores
1109,DLX,Deluxe Corporation,Industrials,Conglomerates
1110,DMRC,Digimarc Corporation,Technology,Information Technology Services
1111,DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology
1112,DNB,"Dun & Bradstreet Holdings, Inc.",Financial Services,Financial Data & Stock Exchanges
1113,DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology
1114,DNOW,DNOW Inc.,Industrials,Industrial Distribution
1115,DNTH,"Dianthus Therapeutics, Inc.",Healthcare,Biotechnology
1116,DNUT,"Krispy Kreme, Inc.",Consumer Defensive,Grocery Stores
1117,DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities
1118,DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure
1119,DOCS,"Doximity, Inc.",Healthcare,Health Information Services
1120,DOCU,"DocuSign, Inc.",Technology,Software - Application
1121,DOMO,"Domo, Inc.",Technology,Software - Application
1122,DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts
1123,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery
1124,DOW,Dow Inc.,Basic Materials,Chemicals
1125,DOX,Amdocs Limited,Technology,Software - Infrastructure
1126,DPZ,Domino's Pizza Inc,Consumer Cyclical,Restaurants
1127,DRH,Diamondrock Hospitality Company,Real Estate,REIT - Hotel & Motel
1128,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants
1129,DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense
1130,DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships
1131,DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology
1132,DSGR,"Distribution Solutions Group, I",Industrials,Industrial Distribution
1133,DSP,Viant Technology Inc.,Technology,Software - Application
1134,DT,"Dynatrace, Inc.",Technology,Software - Application
1135,DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric
1136,DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream
1137,DUK,Duke Energy Corporation (Holdin,Utilities,Utilities - Regulated Electric
1138,DUOL,"Duolingo, Inc.",Technology,Software - Application
1139,DV,"DoubleVerify Holdings, Inc.",Technology,Software - Application
1140,DVA,DaVita Inc.,Healthcare,Medical Care Facilities
1141,DVAX,Dynavax Technologies Corporatio,Healthcare,Drug Manufacturers - Specialty & Generic
1142,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P
1143,DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage
1144,DXC,DXC Technology Company,Technology,Information Technology Services
1145,DXCM,"DexCom, Inc.",Healthcare,Medical Devices
1146,DXLG,"Destination XL Group, Inc.",Consumer Cyclical,Apparel Retail
1147,DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution
1148,DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction
1149,DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology
1150,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia
1151,EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts
1152,EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants
1153,EB,"Eventbrite, Inc.",Communication Services,Internet Content & Information
1154,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail
1155,EBC,"Eastern Bankshares, Inc.",Financial Services,Banks - Regional
1156,EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies
1157,EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
1158,EBTC,Enterprise Bancorp Inc,Financial Services,Banks - Regional
1159,ECG,"Everus Construction Group, Inc.",Industrials,Engineering & Construction
1160,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals
1161,ECPG,Encore Capital Group Inc,Financial Services,Credit Services
1162,ECVT,Ecovyst Inc.,Basic Materials,Specialty Chemicals
1163,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric
1164,EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology
1165,EE,"Excelerate Energy, Inc.",Energy,Oil & Gas Midstream
1166,EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure
1167,EEX,"Emerald Holding, Inc.",Communication Services,Advertising Agencies
1168,EFC,Ellington Financial Inc.,Real Estate,REIT - Mortgage
1169,EFSC,Enterprise Financial Services C,Financial Services,Banks - Regional
1170,EFX,"Equifax, Inc.",Industrials,Consulting Services
1171,EGAN,eGain Corporation,Technology,Software - Application
1172,EGBN,"Eagle Bancorp, Inc.",Financial Services,Banks - Regional
1173,EGHT,8x8 Inc,Technology,Software - Application
1174,EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial
1175,EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P
1176,EHAB,"Enhabit, Inc.",Healthcare,Medical Care Facilities
1177,EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities
1178,EIG,Employers Holdings Inc,Financial Services,Insurance - Specialty
1179,EIX,Edison International,Utilities,Utilities - Regulated Electric
1180,EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Household & Personal Products
1181,ELAN,Elanco Animal Health Incorporat,Healthcare,Drug Manufacturers - Specialty & Generic
1182,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products
1183,ELME,Elme Communities,Real Estate,REIT - Residential
1184,ELS,"Equity Lifestyle Properties, In",Real Estate,REIT - Residential
1185,ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans
1186,ELVN,"Enliven Therapeutics, Inc.",Healthcare,Biotechnology
1187,EMBC,Embecta Corp.,Healthcare,Medical Instruments & Supplies
1188,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction
1189,EML,Eastern Company (The),Industrials,Tools & Accessories
1190,EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals
1191,EMR,Emerson Electric Company,Industrials,Specialty Industrial Machinery
1192,ENFN,"Enfusion, Inc.",Technology,Software - Application
1193,ENOV,Enovis Corporation,Healthcare,Medical Devices
1194,ENPH,"Enphase Energy, Inc.",Technology,Solar
1195,ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts
1196,ENS,EnerSys,Industrials,Electrical Equipment & Parts
1197,ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities
1198,ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology
1199,ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials
1200,ENVA,"Enova International, Inc.",Financial Services,Credit Services
1201,ENVX,Enovix Corporation,Industrials,Electrical Equipment & Parts
1202,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P
1203,EOLS,"Evolus, Inc. Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
1204,EP,Empire Petroleum Corporation,Energy,Oil & Gas E&P
1205,EPAC,Enerpac Tool Group Corp.,Industrials,Specialty Industrial Machinery
1206,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services
1207,EPC,Edgewell Personal Care Company,Consumer Defensive,Household & Personal Products
1208,EPD,Enterprise Products Partners L.,Energy,Oil & Gas Midstream
1209,EPM,Evolution Petroleum Corporation,Energy,Oil & Gas E&P
1210,EPR,EPR Properties,Real Estate,REIT - Specialty
1211,EPRT,Essential Properties Realty Tru,Real Estate,REIT - Retail
1212,EQBK,"Equity Bancshares, Inc.",Financial Services,Banks - Regional
1213,EQC,Equity,Real Estate,REIT - Office
1214,EQH,"Equitable Holdings, Inc.",Financial Services,Asset Management
1215,EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty
1216,EQR,Equity Residential,Real Estate,REIT - Residential
1217,EQT,EQT Corporation,Energy,Oil & Gas E&P
1218,ERAS,"Erasca, Inc.",Healthcare,Biotechnology
1219,ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers
1220,ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls
1221,ES,Eversource Energy (D/B/A),Utilities,Utilities - Regulated Electric
1222,ESAB,ESAB Corporation,Industrials,Metal Fabrication
1223,ESCA,"Escalade, Incorporated",Consumer Cyclical,Leisure
1224,ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments
1225,ESI,Element Solutions Inc.,Basic Materials,Specialty Chemicals
1226,ESOA,Energy Services of America Corp,Industrials,Engineering & Construction
1227,ESPR,"Esperion Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
1228,ESQ,"Esquire Financial Holdings, Inc",Financial Services,Banks - Regional
1229,ESRT,"Empire State Realty Trust, Inc.",Real Estate,REIT - Diversified
1230,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential
1231,ESSA,"ESSA Bancorp, Inc.",Financial Services,Banks - Regional
1232,ET,Energy Transfer LP,Energy,Oil & Gas Midstream
1233,ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1234,ETNB,"89bio, Inc.",Healthcare,Biotechnology
